date,equity_pc_ratio,total_pc_ratio,index_pc_ratio,etp_pc_ratio,vix_pc_ratio,spx_pc_ratio,oex_pc_ratio,mrut_pc_ratio,mxea_pc_ratio,mxef_pc_ratio,mxacw_pc_ratio,mxwld_pc_ratio,mxusa_pc_ratio,cbtx_pc_ratio,mbtx_pc_ratio,speqx_pc_ratio,speqw_pc_ratio,mgtn_pc_ratio,mgtnw_pc_ratio,equity_call,equity_put,equity_total,equity_oi_call,equity_oi_put,equity_oi_total,total_call,total_put,total_total,total_oi_call,total_oi_put,total_oi_total,index_call,index_put,index_total,index_oi_call,index_oi_put,index_oi_total,etp_call,etp_put,etp_total,etp_oi_call,etp_oi_put,etp_oi_total,vix_call,vix_put,vix_total,vix_oi_call,vix_oi_put,vix_oi_total,spx_call,spx_put,spx_total,spx_oi_call,spx_oi_put,spx_oi_total,source
2023-03-20,0.50,0.80,0.94,0.98,0.33,1.47,1.66,2.33,474.75,9.00,0.00,0.00,0.00,,,,,,,1402573,696579,2099152,130080682,103193021,233273703,4161156,3331764,7492920,191588005,179073210,370661215,1983364,1872225,3855589,16511705,15557301,32069006,775219,762960,1538179,44995618,60322888,105318506,915232,297719,1212951,9529098,3324118,12853216,1029044,1512235,2541279,5227166,10144619,15371785,daily_api
2023-03-21,0.62,1.03,1.23,1.18,0.89,1.43,0.40,4.15,0.00,5299.00,0.00,0.00,0.00,,,,,,,1229446,767521,1996967,134642500,106071648,240714148,3831845,3933960,7765805,198239100,183217245,381456345,1805177,2227414,4032591,16918029,15816254,32734283,797222,939025,1736247,46678571,61329343,108007914,660346,584630,1244976,9844858,3422282,13267140,1091637,1562337,2653974,5301212,10279704,15580916,daily_api
2023-03-22,0.63,0.92,1.00,1.15,0.29,1.49,0.76,1.55,0.00,0.50,0.00,0.00,0.00,,,,,,,1233869,771444,2005313,138023600,108600415,246624015,3902657,3583974,7486631,203460976,187609304,391070280,1761837,1765168,3527005,17155560,16160177,33315737,906951,1047362,1954313,48281816,62848712,111130528,717668,210601,928269,9975742,3566746,13542488,1011357,1505528,2516885,5379011,10451408,15830419,daily_api
2023-03-23,0.77,1.12,1.27,1.35,0.39,1.52,3.27,4.72,4.68,88.50,0.00,0.00,0.00,,,,,,,1219730,933443,2153173,140925469,110780047,251705516,3781807,4249071,8030878,205414681,189895507,395310188,1666942,2111446,3778388,14726657,15022250,29748907,895135,1204182,2099317,49762555,64093210,113855765,385870,149010,534880,7519483,2260047,9779530,1225480,1863311,3088791,5399978,10620376,16020354,daily_api
2023-03-24,0.73,1.10,1.25,1.38,0.50,1.50,0.33,1.31,2.08,2.26,0.00,0.00,0.00,,,,,,,1188483,869552,2058035,144034769,113647695,257682464,3490430,3853749,7344179,210008087,194986086,404994173,1505938,1882013,3387951,14961794,15349745,30311539,796009,1102184,1898193,51011524,65988646,117000170,354746,178094,532840,7651135,2323936,9975071,1093813,1636427,2730240,5471676,10831703,16303379,daily_api
2023-03-27,0.67,0.94,1.15,0.97,0.41,1.38,1.15,1.23,6.75,1.87,0.00,0.00,0.00,,,,,,,1091685,731288,1822973,139583297,110188280,249771577,3215180,3016584,6231764,204138343,189795383,393933726,1290932,1479750,2770682,14977908,15194626,30172534,832563,805546,1638109,49577138,64412477,113989615,299807,121957,421764,7701239,2331753,10032992,952900,1316494,2269394,5444667,10701884,16146551,daily_api
2023-03-28,0.74,1.09,1.27,1.22,0.74,1.39,0.29,0.94,0.00,20.50,0.00,0.00,0.00,,,,,,,923344,687552,1610896,142634709,112402144,255036853,2857470,3102939,5960409,208515201,193097851,401613052,1193719,1510312,2704031,15184153,15375912,30560065,740407,905075,1645482,50696339,65319795,116016134,229868,170388,400256,7828814,2405439,10234253,937269,1304464,2241733,5518962,10800920,16319882,daily_api
2023-03-29,0.64,0.98,0.99,1.49,0.40,1.22,0.17,1.60,0.00,600.00,0.00,0.00,0.00,,,,,,,1149484,734577,1884061,145435078,114432843,259867921,3450557,3386289,6836846,212659271,196452921,409112192,1548519,1529764,3078283,15308251,15552340,30860591,752554,1121948,1874502,51915942,66467738,118383680,439547,173964,613511,7866932,2418275,10285207,1077503,1314007,2391510,5596239,10958214,16554453,daily_api
2023-03-30,0.66,0.95,1.08,1.11,0.27,1.35,1.83,3.91,0.00,897.00,0.00,0.00,0.00,,,,,,,1173979,773894,1947873,148010681,116602097,264612778,3567974,3384978,6952952,216478310,200029094,416507404,1468127,1585868,3053995,15496304,15624044,31120348,925868,1025216,1951084,52971325,67802953,120774278,410880,112455,523335,7961793,2403326,10365119,1009441,1363280,2372721,5682718,11038591,16721309,daily_api
2023-03-31,0.59,1.04,1.12,1.46,0.49,1.32,1.30,1.79,3.34,1.71,0.00,0.00,0.00,,,,,,,1459914,856465,2316379,150438473,118750602,269189075,4599471,4764977,9364448,220747432,203858416,424605848,1973461,2208735,4182196,15666198,15820858,31487056,1166096,1699777,2865873,54642761,69286956,123929717,503118,247448,750566,8047391,2421999,10469390,1417643,1875713,3293356,5748224,11177311,16925535,daily_api
2023-04-03,0.61,0.94,1.02,1.28,0.38,1.32,35.83,1.59,22.97,46.49,0.00,0.00,0.00,,,,,,,1219399,743620,1963019,146067092,114724380,260791472,3666732,3447396,7114128,213991855,195096862,409088717,1659084,1695109,3354193,15681808,15355610,31037418,788249,1008667,1796916,52242955,65016872,117259827,548254,210678,758932,8272616,2494029,10766645,1073690,1419945,2493635,5574944,10703187,16278131,daily_api
2023-04-04,0.77,1.11,1.11,1.52,0.25,1.43,113.00,0.36,1236.00,47.86,0.00,0.00,0.00,,,,,,,980514,752245,1732759,149160639,117188567,266349206,3399723,3788046,7187769,218528292,198882327,417410619,1569218,1746126,3315344,15997520,15628794,31626314,849991,1289675,2139666,53370133,66064966,119435099,429371,106248,535619,8462243,2609063,11071306,1107492,1579962,2687454,5687437,10838980,16526417,daily_api
2023-04-05,0.66,1.00,1.14,1.27,0.27,1.40,4.56,1.92,10.51,5806.00,0.00,0.00,0.00,,,,,,,1125590,747246,1872836,151552274,119469332,271021606,3183064,3191877,6374941,222276988,202627236,424904224,1307487,1494020,2801507,16180149,15880563,32060712,749987,950611,1700598,54544565,67277341,121821906,296940,81242,378182,8548717,2617220,11165937,963200,1347776,2310976,5766894,11058170,16825064,daily_api
2023-04-06,0.69,1.00,1.12,1.24,0.27,1.57,4.37,0.68,1.99,3.49,0.00,0.00,0.00,,,,,,,1175357,811472,1986829,153761834,121480447,275242281,3456362,3443201,6899563,225525263,205656902,431182165,1574709,1758742,3333451,16332158,16022301,32354459,706296,872987,1579283,55431271,68154154,123585425,566289,152793,719082,8637365,2632971,11270336,958150,1503649,2461799,5814936,11157156,16972092,daily_api
2023-04-10,0.63,1.06,1.33,1.23,0.42,1.52,2.32,0.52,0.00,14.00,0.00,0.00,0.00,,,,,,,1046585,660011,1706596,150185840,118620216,268806056,2884302,3044138,5928440,220758674,201187843,421946517,1196164,1596620,2792784,16510513,16128939,32639452,641553,787507,1429060,54062321,66438688,120501009,200155,84086,284241,8800572,2701484,11502056,964184,1466869,2431053,5826035,11179651,17005686,daily_api
2023-04-11,0.56,1.02,1.26,1.30,0.86,1.45,0.04,0.30,458.50,432.50,0.00,0.00,0.00,,,,,,,1110590,618742,1729332,153066981,120609198,273676179,3139815,3200424,6340239,224561575,203822394,428383969,1335769,1677283,3013052,16618720,16251692,32870412,693456,904399,1597855,54875874,66961504,121837378,446019,381709,827728,8862183,2706447,11568630,863333,1251115,2114448,5864648,11286504,17151152,daily_api
2023-04-12,0.70,1.00,1.06,1.24,0.35,1.33,1.25,0.56,68.80,350.00,0.00,0.00,0.00,,,,,,,1018230,710264,1728494,155646341,122423001,278069342,3568658,3570353,7139011,228327273,206910570,435237843,1703460,1810173,3513633,16874536,16626477,33501013,846968,1049916,1896884,55806396,67861092,123667488,444683,153878,598561,9038161,2902446,11940607,1217997,1615232,2833229,5935912,11448279,17384191,daily_api
2023-04-13,0.62,0.92,0.99,1.16,0.40,1.29,3.58,0.31,312.50,0.62,0.00,0.00,0.00,,,,,,,1205147,748652,1953799,158094501,124219423,282313924,3996839,3670266,7667105,231754463,209583759,441338222,1881915,1867758,3749673,17081203,16844143,33925346,909777,1053856,1963633,56578759,68520193,125098952,653404,262994,916398,9165158,2967363,12132521,1161511,1493679,2655190,6012965,11594555,17607520,daily_api
2023-04-14,0.65,0.91,1.01,1.07,0.41,1.35,1.07,3.06,2.87,1.85,0.00,0.00,0.00,,,,,,,1292200,835645,2127845,160682878,126293571,286976449,4209463,3838586,8048049,236047185,213595041,449642226,1951520,1971617,3923137,17425293,17195603,34620896,965743,1031324,1997067,57939014,70105867,128044881,650640,267987,918627,9399055,3083437,12482492,1227125,1652369,2879494,6102029,11789939,17891968,daily_api
2023-04-17,0.65,1.02,1.28,1.03,0.79,1.49,3.60,1.34,150.00,63.68,0.00,0.00,0.00,,,,,,,1037991,672184,1710175,156991343,123849090,280840433,3302299,3369763,6672062,231144314,209763066,440907380,1485684,1894249,3379933,17617539,17189637,34807176,778624,803330,1581954,56535432,68724339,125259771,418306,330908,749214,9633524,3156296,12789820,1018900,1514392,2533292,6074718,11764759,17839477,daily_api
2023-04-18,0.64,0.92,1.02,1.06,0.43,1.45,56.50,1.52,12.00,647.00,0.00,0.00,0.00,,,,,,,1046525,669675,1716200,159876919,125897079,285773998,3842348,3542579,7384927,234931923,212943062,447874985,1975600,2006045,3981645,17740115,17439213,35179328,820223,866859,1687082,57314889,69606770,126921659,826209,357969,1184178,9681034,3230695,12911729,1096320,1591987,2688307,6137008,11920155,18057163,daily_api
2023-04-19,0.80,1.02,1.07,1.30,0.42,1.64,1.81,1.19,212.00,102.00,0.00,0.00,0.00,,,,,,,1327952,1062152,2390104,162234200,127709577,289943777,3960870,4043174,8004044,238820315,216353810,455174125,1951118,2094579,4045697,18348018,17863929,36211947,681800,886443,1568243,58238097,70780304,129018401,922675,385791,1308466,10177060,3337487,13514547,973664,1598123,2571787,6222269,12212955,18435224,daily_api
2023-04-20,0.74,0.99,1.07,1.21,0.37,1.39,0.31,2.74,332.00,57.00,0.00,0.00,0.00,,,,,,,1382710,1021716,2404426,164941276,129891081,294832357,4111349,4072016,8183365,239881055,218755235,458636290,1824268,1951608,3775876,16188981,17154492,33343473,904371,1098692,2003063,58750798,71709662,130460460,537654,198305,735959,7970324,2388175,10358499,1212599,1681380,2893979,6260837,12419375,18680212,daily_api
2023-04-21,0.61,0.89,1.03,1.16,0.26,1.41,0.30,1.12,2.52,1.41,0.00,0.00,0.00,,,,,,,1627190,999943,2627133,167308686,131673166,298981852,4024688,3581876,7606564,243542863,222180084,465722947,1585062,1635647,3220709,16566070,17560692,34126762,812436,946286,1758722,59668107,72946226,132614333,510197,133449,643646,8263008,2510015,10773023,1032427,1455340,2487767,6344917,12694645,19039562,daily_api
2023-04-24,0.57,0.87,1.07,1.01,0.43,1.33,0.65,3.09,2.00,4.33,0.00,0.00,0.00,,,,,,,1296304,741814,2038118,136580750,108796756,245377506,3477765,3036370,6514135,201626212,183255287,384881499,1414189,1517302,2931491,16175811,16123283,32299094,767272,777254,1544526,48869651,58335248,107204899,412716,177266,589982,8542048,2598846,11140894,957305,1272805,2230110,5733698,11269937,17003635,daily_api
2023-04-25,0.90,1.01,1.07,1.02,0.38,1.46,1.63,4.36,94.00,10.85,0.00,0.00,0.00,,,,,,,1076180,969147,2045327,140563474,111554724,252118198,3986610,4042565,8029175,206802760,187132042,393934802,1958376,2102332,4060708,16397613,16274914,32672527,952054,971086,1923140,49841673,59302404,109144077,634653,242468,877121,8715454,2668160,11383614,1200327,1754421,2954748,5776188,11338890,17115078,daily_api
2023-04-26,0.87,1.07,1.09,1.31,0.30,1.31,0.12,4.39,0.00,0.32,0.00,0.00,0.00,,,,,,,1135939,993294,2129233,143685368,114559809,258245177,3470424,3698665,7169089,211575967,191693465,403269432,1582507,1723458,3305965,16682630,16620056,33302686,751978,981913,1733891,51207969,60513600,111721569,379828,114311,494139,8898962,2751964,11650926,1157989,1518166,2676155,5856981,11574712,17431693,daily_api
2023-04-27,0.70,1.01,1.12,1.28,0.59,1.26,0.68,0.99,2.00,1241.00,0.00,0.00,0.00,,,,,,,1415458,991476,2406934,146637911,117195398,263833309,4060000,4087109,8147109,215281371,195420727,410702098,1827426,2050775,3878201,16777806,16778824,33556630,817116,1044858,1861974,51865654,61446505,113312159,360189,212964,573153,8929581,2766828,11696409,1415817,1786382,3202199,5914175,11689311,17603486,daily_api
2023-04-28,0.76,0.98,1.06,1.17,0.37,1.27,2.57,1.05,2.88,1.65,0.00,0.00,0.00,,,,,,,1396908,1065875,2462783,149917333,120022315,269939648,4279617,4213248,8492865,219931206,200053694,419984900,1950795,2059818,4010613,17062811,17059266,34122077,931914,1087555,2019469,52951062,62972113,115923175,424967,157847,582814,9058652,2832654,11891306,1434374,1818575,3252949,6047408,11899495,17946903,daily_api
2023-05-01,0.70,0.98,1.12,1.14,0.55,1.29,1.43,2.43,33.33,4.33,0.00,0.00,0.00,,,,,,,1223442,857741,2081183,145082261,115848196,260930457,3440454,3361239,6801693,214062841,194707312,408770153,1472568,1654577,3127145,17196718,16834267,34030985,744444,848921,1593365,51783862,62024849,113808711,319341,174724,494065,9246993,2898064,12145057,1107721,1433319,2541040,5977787,11637319,17615106,daily_api
2023-05-02,0.78,1.02,1.05,1.22,0.43,1.40,2.14,2.14,0.50,1631.00,0.00,0.00,0.00,,,,,,,1044608,818054,1862662,148837487,118811179,267648666,4179608,4268184,8447792,218983423,198894324,417877747,2186070,2292343,4478413,17345628,17003336,34348964,948930,1157787,2106717,52800308,63079809,115880117,800322,342101,1142423,9311370,2945053,12256423,1339400,1878663,3218063,6045747,11740754,17786501,daily_api
2023-05-03,0.75,1.11,1.31,1.38,1.12,1.36,0.69,0.13,0.00,1420.25,0.00,0.00,0.00,,,,,,,1173852,879202,2053054,151831377,121432906,273264283,3111150,3468700,6579850,223351178,203091939,426443117,1204708,1581029,2785737,17413320,17301722,34715042,732590,1008469,1741059,54106481,64357311,118463792,236183,265018,501201,9322645,3034012,12356657,925703,1262936,2188639,6101061,11921771,18022832,daily_api
2023-05-04,0.82,0.91,0.82,1.31,0.22,1.39,1.13,0.57,1.00,1.00,0.00,0.00,0.00,,,,,,,1205170,991659,2196829,154434018,123238122,277672140,4757996,4321243,9079239,226978415,205918227,432896642,2693456,2206073,4899529,17432608,17459318,34891926,859370,1123511,1982881,55111789,65220787,120332576,1333885,297314,1631199,9301540,3089695,12391235,1276127,1772266,3048393,6144992,12012807,18157799,daily_api
2023-05-05,0.69,0.95,1.11,1.10,0.57,1.29,0.54,0.75,2.93,1.64,0.00,0.00,0.00,,,,,,,1617002,1111291,2728293,157322280,125704822,283027102,4451633,4245890,8697523,231611738,210112733,441724471,1836845,2035196,3872041,17908670,17774958,35683628,997786,1099403,2097189,56380788,66632953,123013741,468770,264896,733666,9658708,3173438,12832146,1303642,1676759,2980401,6239101,12189286,18428387,daily_api
2023-05-08,0.73,1.04,1.25,1.27,0.52,1.45,1.42,1.25,72.00,0.96,0.00,0.00,0.00,,,,,,,1299349,951333,2250682,152750653,122019304,274769957,3188671,3328652,6517323,226369839,205539159,431908998,1187260,1483768,2671028,18025748,17748378,35774126,702062,893551,1595613,55593438,65771477,121364915,238913,124822,363735,9825707,3300829,13126536,911707,1317822,2229529,6184371,12056044,18240415,daily_api
2023-05-09,0.67,0.93,1.07,1.16,0.44,1.35,9.00,0.75,0.10,2.00,0.00,0.00,0.00,,,,,,,1198921,798238,1997159,156289630,124667611,280957241,3119660,2908742,6028402,230844260,209304671,440148931,1317321,1409788,2727109,18155112,17953138,36108250,603418,700716,1304134,56399518,66683922,123083440,399491,176180,575671,9885273,3339418,13224691,881055,1190131,2071186,6241188,12208419,18449607,daily_api
2023-05-10,0.68,0.96,1.04,1.16,0.48,1.29,2.19,1.19,2.00,145.00,0.00,0.00,0.00,,,,,,,1332359,909483,2241842,159015938,126596992,285612930,4356055,4178884,8534939,234192365,212273854,446466219,2034192,2118707,4152899,18285832,18116436,36402268,989504,1150694,2140198,56890595,67560426,124451021,618197,299340,917537,9979303,3357347,13336650,1363315,1755825,3119140,6264551,12338610,18603161,daily_api
2023-05-11,0.67,0.90,1.01,1.07,0.35,1.39,0.21,1.60,0.00,1198.00,0.00,0.00,0.00,,,,,,,1382313,928719,2311032,161723858,128515923,290239781,3857549,3486480,7344029,237809042,215755775,453564817,1677154,1700636,3377790,18443546,18324819,36768365,798082,857125,1655207,57641638,68915033,126556671,617252,214355,831607,10087269,3449795,13537064,1006920,1401789,2408709,6304642,12436141,18740783,daily_api
2023-05-12,0.70,0.92,1.12,0.94,0.49,1.38,0.22,1.98,2.84,1.58,0.00,0.00,0.00,,,,,,,1640443,1141920,2782363,163983565,130443187,294426752,4413058,4057328,8470386,241153929,218787338,459941267,1781168,1987278,3768446,18766491,18602443,37368934,991447,928130,1919577,58403873,69741708,128145581,514892,251872,766764,10352866,3493362,13846228,1198800,1650407,2849207,6341958,12630161,18972119,daily_api
2023-05-15,0.56,0.94,1.17,1.08,0.68,1.37,3.50,1.86,104.00,109.10,0.00,0.00,0.00,,,,,,,1252450,699038,1951488,159590173,126631061,286221234,3555627,3326751,6882378,235632241,214246649,449878890,1512270,1772239,3284509,18734662,18648040,37382702,790907,855474,1646381,57307406,68967548,126274954,426571,290756,717327,10350787,3587745,13938532,1036847,1421227,2458074,6318197,12582735,18900932,daily_api
2023-05-16,0.68,0.94,1.00,1.23,0.40,1.50,2.80,1.02,7.67,443.00,0.00,0.00,0.00,,,,,,,1232572,838930,2071502,162801372,128633860,291435232,3710335,3474331,7184666,240033293,217580974,457614267,1769041,1762275,3531316,18919832,18795056,37714888,708722,873126,1581848,58312089,70152058,128464147,803430,317561,1120991,10456453,3635152,14091605,926291,1392354,2318645,6376880,12664645,19041525,daily_api
2023-05-17,0.68,0.99,1.10,1.26,0.62,1.26,1.10,3.86,372.00,362.00,0.00,0.00,0.00,,,,,,,1462519,991349,2453868,165204533,130594284,295798817,4409283,4380070,8789353,244050347,220831479,464881826,1960804,2148616,4109420,19462243,19000085,38462328,985960,1240105,2226065,59383571,71237110,130620681,502647,313494,816141,10902931,3617637,14520568,1401242,1759474,3160716,6452234,12859973,19312207,daily_api
2023-05-18,0.65,0.82,0.82,1.09,0.23,1.18,3.73,3.56,2024.00,159.00,0.00,0.00,0.00,,,,,,,1527777,989322,2517099,168003119,132156917,300160036,5204153,4281616,9485769,245109869,222754595,467864464,2628961,2146864,4775825,16843126,18161929,35005055,1047415,1145430,2192845,60263624,72435749,132699373,1012485,227909,1240394,8174178,2594766,10768944,1549998,1823272,3373270,6548595,13036001,19584596,daily_api
2023-05-19,0.56,0.90,1.07,1.20,0.47,1.38,3.91,0.70,2.05,1.41,0.00,0.00,0.00,,,,,,,1830133,1033662,2863795,170553098,134129911,304683009,4722222,4251146,8973368,249135334,226708648,475843982,1975182,2113988,4089170,17295012,18609511,35904523,916907,1103496,2020403,61287224,73969226,135256450,681708,322910,1004618,8465473,2729573,11195046,1233876,1706687,2940563,6684132,13316773,20000905,daily_api
2023-05-22,0.54,0.82,0.89,1.24,0.17,1.44,1.09,31.69,23.42,4.29,0.00,0.00,0.00,,,,,,,1495304,811696,2307000,144199702,112524116,256723818,4107176,3387629,7494805,213310531,193641182,406951713,1887468,1678705,3566173,16948313,17230494,34178807,724404,897228,1621632,52162516,63886572,116049088,828642,138278,966920,8709791,2857149,11566940,1020862,1472304,2493166,6119986,11916225,18036211,daily_api
2023-05-23,0.59,1.00,1.18,1.27,0.36,1.38,58.40,1.39,2.00,172.00,0.00,0.00,0.00,,,,,,,1284737,756505,2041242,148594135,115451555,264045690,3693148,3682052,7375200,219132881,197928205,417061086,1522531,1802246,3324777,17457086,17521374,34978460,885880,1123301,2009181,53081660,64955276,118036936,319460,115735,435195,9160562,3000129,12160691,1162597,1603007,2765604,6172913,12044223,18217136,daily_api
2023-05-24,0.77,1.06,1.22,1.12,0.87,1.32,2.45,3.33,2.00,606.38,0.00,0.00,0.00,,,,,,,1121950,865532,1987482,151709252,117787050,269496302,3671664,3876758,7548422,223409355,201494590,424903945,1646904,2003460,3650364,17669662,17718104,35387766,902810,1007766,1910576,54030441,65989436,120019877,382777,334739,717516,9279591,3040032,12319623,1199183,1586545,2785728,6252227,12163264,18415491,daily_api
2023-05-25,0.56,0.90,1.22,1.01,1.21,1.21,0.36,0.72,7.13,30.95,0.00,0.00,0.00,,,,,,,1511448,850212,2361660,154894101,120363691,275257792,3760584,3402633,7163217,227623896,205324315,432948211,1342370,1634733,2977103,17527090,18094210,35621300,906766,917688,1824454,55202705,66866414,122069119,211236,254559,465795,9048719,3208843,12257562,1086983,1319523,2406506,6337285,12351608,18688893,daily_api
2023-05-26,0.53,0.88,1.14,1.10,0.36,1.38,3.83,1.05,4.69,1.57,0.00,0.00,0.00,,,,,,,1745837,922965,2668802,157925614,122743479,280669093,4305215,3800611,8105826,231319478,208643237,439962715,1672842,1902203,3575045,17588555,18227653,35816208,886536,975443,1861979,55805309,67672105,123477414,425793,155076,580869,9029566,3209025,12238591,1206291,1670566,2876857,6401023,12462779,18863802,daily_api
2023-05-30,0.51,0.90,1.10,1.26,0.36,1.38,6.73,1.36,33.36,33.67,0.00,0.00,0.00,,,,,,,1535042,781417,2316459,154033023,119583342,273616365,3893888,3489007,7382895,226258885,204803000,431061885,1647966,1811767,3459733,17623171,18239340,35862511,710880,895823,1606703,54602691,66980318,121583009,452097,161969,614066,9085389,3230827,12316216,1153495,1591843,2745338,6406290,12457522,18863812,daily_api
2023-05-31,0.81,1.06,1.19,1.28,0.32,1.38,2.87,2.91,70.13,31.73,0.00,0.00,0.00,,,,,,,1454324,1174226,2628550,157911562,121978074,279889636,3606675,3807398,7414073,231146529,208315241,439461770,1351843,1607879,2959722,17719639,18433048,36152687,800508,1025293,1825801,55515328,67904119,123419447,233629,75820,309449,9121456,3270595,12392051,1068311,1474950,2543261,6458448,12599580,19058028,daily_api
2023-06-01,0.58,0.88,1.00,1.13,0.43,1.32,0.78,1.90,18.04,75.95,0.00,0.00,0.00,,,,,,,1674637,979461,2654098,161451796,124026520,285478316,4771437,4187289,8958726,235400717,210790214,446190931,2172614,2161781,4334395,17566898,18318692,35885590,924186,1046047,1970233,56382023,68445002,124827025,846163,366827,1212990,9100883,3335652,12436535,1285535,1698747,2984282,6332403,12450183,18782586,daily_api
2023-06-02,0.52,0.76,0.79,1.06,0.28,1.21,3.39,0.78,2.10,1.72,0.00,0.00,0.00,,,,,,,1845398,955420,2800818,164839023,126177359,291016382,6160499,4686169,10846668,240384169,214302680,454686849,3088180,2436036,5524216,18061639,18579092,36640731,1226921,1294713,2521634,57483507,69546229,127029736,1376415,384893,1761308,9468073,3364200,12832273,1616759,1950001,3566760,6446361,12639864,19086225,daily_api
2023-06-05,0.57,0.97,1.11,1.42,0.32,1.32,3.04,1.20,1.08,0.07,0.00,0.00,0.00,,,,,,,1536394,868601,2404995,160924820,123183732,284108552,3971157,3836975,7808132,236531005,210170717,446701722,1576041,1747583,3323624,18426777,18701947,37128724,858722,1220791,2079513,57179408,68285038,125464446,352639,113381,466020,9746197,3419366,13165563,1166368,1537607,2703975,6507252,12701256,19208508,daily_api
2023-06-06,0.55,0.93,1.15,1.15,0.82,1.33,1.57,1.01,0.00,703.00,0.00,0.00,0.00,,,,,,,1574384,870885,2445269,164307348,125592213,289899561,4296861,3996798,8293659,240860796,213956283,454817079,1779311,2042925,3822236,18491213,18810916,37302129,943166,1082988,2026154,58062235,69553154,127615389,624173,513250,1137423,9717465,3419588,13137053,1083383,1437900,2521283,6596257,12789143,19385400,daily_api
2023-06-07,0.59,0.90,1.13,1.09,0.71,1.25,0.91,1.39,89.00,1.66,0.00,0.00,0.00,,,,,,,2042138,1199189,3241327,167312883,127737269,295050152,4976919,4466453,9443372,244630049,217697110,462327159,1713855,1941946,3655801,18752682,19199895,37952577,1220926,1325318,2546244,58564484,70759946,129324430,379186,267577,646763,9903250,3613319,13516569,1247081,1560107,2807188,6641861,12953745,19595606,daily_api
2023-06-08,0.58,0.87,0.95,1.24,0.44,1.25,0.33,1.89,2.50,18.82,0.00,0.00,0.00,,,,,,,1771915,1027976,2799891,170244106,130110101,300354207,4639979,4023376,8663355,249231479,221414956,470646435,1973313,1882421,3855734,18942779,19524076,38466855,894751,1112979,2007730,60044594,71780779,131825373,769971,342345,1112316,10008781,3726369,13735150,1161336,1453093,2614429,6709041,13122418,19831459,daily_api
2023-06-09,0.50,0.84,1.12,1.01,0.64,1.28,4.80,1.23,3.71,2.22,0.00,0.00,0.00,,,,,,,2075048,1031253,3106301,172801224,132505921,305307145,5059093,4266146,9325239,253531343,225293878,478825221,1962141,2201289,4163430,19502162,19928698,39430860,1021904,1033604,2055508,61227957,72859259,134087216,519978,331793,851771,10467990,3909899,14377889,1380072,1771063,3151135,6791469,13313538,20105007,daily_api
2023-06-12,0.52,0.88,1.06,1.17,0.42,1.34,2.69,0.13,561.00,66.78,0.00,0.00,0.00,,,,,,,1715864,898756,2614620,168400304,129439414,297839718,4558197,4027234,8585431,247978615,221236144,469214759,1856482,1975913,3832395,19647041,19960622,39607663,985851,1152565,2138416,59931270,71836108,131767378,565679,236069,801748,10606887,3945483,14552370,1247040,1675231,2922271,6808029,13353742,20161771,daily_api
2023-06-13,0.56,0.82,0.97,1.02,0.40,1.24,13.87,1.50,97.00,1.15,0.00,0.00,0.00,,,,,,,2145813,1205282,3351095,171611215,132065492,303676707,5397031,4408043,9805074,252471757,225586171,478057928,2134253,2061332,4195585,20064133,20265893,40330026,1116965,1141429,2258394,60796409,73254786,134051195,714115,282233,996348,10918388,3981633,14900021,1371040,1699837,3070877,6905680,13601561,20507241,daily_api
2023-06-14,0.74,1.01,0.96,1.61,0.24,1.28,5.12,1.52,838.50,154.33,0.00,0.00,0.00,,,,,,,1970764,1458704,3429468,174130842,134313388,308444230,4859030,4893317,9752347,256453629,229180777,485634406,1860895,1778154,3639049,20449880,20570419,41020299,1027371,1656459,2683830,61872907,74296970,136169877,573488,139155,712643,11188278,4031351,15219629,1242408,1587456,2829864,7000489,13836948,20837437,daily_api
2023-06-15,0.52,0.88,1.02,1.22,0.29,1.24,2.44,0.80,3188.00,5783.00,0.00,0.00,0.00,,,,,,,1958031,1015413,2973444,176867372,136448352,313315724,5601671,4953319,10554990,260399481,232793878,493193359,2480712,2521171,5001883,20609791,20776342,41386133,1162928,1416735,2579663,62922318,75569184,138491502,609016,177679,786695,11239973,4033327,15273300,1798586,2223909,4022495,7106836,14037236,21144072,daily_api
2023-06-16,0.46,0.82,1.24,0.92,0.68,1.45,2.53,1.47,2.94,1.30,0.00,0.00,0.00,,,,,,,2557104,1188475,3745579,179842132,138629670,318471802,5619952,4605867,10225819,262963257,236777812,499741069,1900772,2352851,4253623,21066927,21292871,42359798,1162076,1064541,2226617,62054198,76855271,138909469,524728,355605,880333,11511994,4025607,15537601,1319143,1910796,3229939,7281378,14527113,21808491,daily_api
2023-06-20,0.50,0.84,1.05,1.02,0.47,1.51,0.04,0.88,0.20,8.88,0.00,0.00,0.00,,,,,,,1897777,954439,2852216,140814228,106359351,247173579,5036915,4230021,9266936,207958709,181965859,389924568,2141215,2254596,4395811,19086058,17862648,36948706,997923,1020986,2018909,48058423,57743860,105802283,941034,446051,1387085,11708888,4102719,15811607,1136955,1722273,2859228,5469458,11498667,16968125,daily_api
