date,equity_pc_ratio,total_pc_ratio,index_pc_ratio,etp_pc_ratio,vix_pc_ratio,spx_pc_ratio,oex_pc_ratio,mrut_pc_ratio,mxea_pc_ratio,mxef_pc_ratio,mxacw_pc_ratio,mxwld_pc_ratio,mxusa_pc_ratio,cbtx_pc_ratio,mbtx_pc_ratio,speqx_pc_ratio,speqw_pc_ratio,mgtn_pc_ratio,mgtnw_pc_ratio,equity_call,equity_put,equity_total,equity_oi_call,equity_oi_put,equity_oi_total,total_call,total_put,total_total,total_oi_call,total_oi_put,total_oi_total,index_call,index_put,index_total,index_oi_call,index_oi_put,index_oi_total,etp_call,etp_put,etp_total,etp_oi_call,etp_oi_put,etp_oi_total,vix_call,vix_put,vix_total,vix_oi_call,vix_oi_put,vix_oi_total,spx_call,spx_put,spx_total,spx_oi_call,spx_oi_put,spx_oi_total,source
2005-02-04,0.49,0.75,,,,,,,,,,,,,,,,,,749407,364407,1113814,,,,971049,729552,1700601,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-07,0.45,0.73,,,,,,,,,,,,,,,,,,599882,271554,871436,,,,741157,542721,1283878,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-08,0.57,0.81,,,,,,,,,,,,,,,,,,617796,353443,971239,,,,776723,632315,1409038,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-09,0.7,0.93,,,,,,,,,,,,,,,,,,655340,459441,1114781,,,,848988,788168,1637156,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-10,0.75,0.98,,,,,,,,,,,,,,,,,,596899,445552,1042451,,,,755984,743148,1499132,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-11,0.66,0.86,,,,,,,,,,,,,,,,,,642824,424200,1067024,,,,870537,751832,1622369,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-14,0.67,0.9,,,,,,,,,,,,,,,,,,538375,358232,896607,,,,687506,616637,1304143,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-15,0.54,0.79,,,,,,,,,,,,,,,,,,697098,379812,1076910,,,,969739,761609,1731348,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-16,0.51,0.74,,,,,,,,,,,,,,,,,,653283,336169,989452,,,,1083406,804359,1887765,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-17,0.62,0.9,,,,,,,,,,,,,,,,,,731649,451598,1183247,,,,1086515,974098,2060613,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-18,0.59,0.86,,,,,,,,,,,,,,,,,,953472,566068,1519540,,,,1234911,1059773,2294684,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-22,0.53,0.81,,,,,,,,,,,,,,,,,,768716,404014,1172730,,,,1108550,898840,2007390,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-23,0.56,0.83,,,,,,,,,,,,,,,,,,615620,341717,957337,,,,766829,638716,1405545,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-24,0.78,0.99,,,,,,,,,,,,,,,,,,702203,545456,1247659,,,,856434,845580,1702014,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-25,0.63,0.81,,,,,,,,,,,,,,,,,,730242,461371,1191613,,,,991151,805772,1796923,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-02-28,0.55,0.69,,,,,,,,,,,,,,,,,,691864,377079,1068943,,,,846053,585529,1431582,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-01,0.68,0.88,,,,,,,,,,,,,,,,,,637463,430391,1067854,,,,779519,684790,1464309,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-02,0.62,0.81,,,,,,,,,,,,,,,,,,677219,420572,1097791,,,,901245,733041,1634286,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-03,0.66,0.82,,,,,,,,,,,,,,,,,,630262,417267,1047529,,,,811569,669055,1480624,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-04,0.61,0.81,,,,,,,,,,,,,,,,,,679113,412901,1092014,,,,959284,779672,1738956,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-07,0.57,0.77,,,,,,,,,,,,,,,,,,681352,385600,1066952,,,,914578,708547,1623125,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-08,0.68,0.87,,,,,,,,,,,,,,,,,,596441,405869,1002310,,,,751803,657505,1409308,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-09,0.7,0.97,,,,,,,,,,,,,,,,,,702190,492543,1194733,,,,902907,871681,1774588,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-10,0.66,1.01,,,,,,,,,,,,,,,,,,641241,425365,1066606,,,,834205,844582,1678787,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-11,0.62,0.99,,,,,,,,,,,,,,,,,,547342,340055,887397,,,,757496,753095,1510591,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-14,0.66,1.01,,,,,,,,,,,,,,,,,,573341,381248,954589,,,,772955,779659,1552614,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-15,0.57,0.85,,,,,,,,,,,,,,,,,,692111,392209,1084320,,,,1051480,897467,1948947,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-16,0.83,1.05,,,,,,,,,,,,,,,,,,736013,614202,1350215,,,,1188112,1249413,2437525,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-17,0.69,1.07,,,,,,,,,,,,,,,,,,763771,525509,1289280,,,,1084303,1156936,2241239,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-18,0.72,1.27,,,,,,,,,,,,,,,,,,860858,621100,1481958,,,,1145518,1459245,2604763,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-21,0.62,0.78,,,,,,,,,,,,,,,,,,731526,455540,1187066,,,,976922,760705,1737627,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-22,0.82,1.03,,,,,,,,,,,,,,,,,,675731,551035,1226766,,,,915437,938724,1854161,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-23,0.52,0.83,,,,,,,,,,,,,,,,,,743807,384860,1128667,,,,1038324,862141,1900465,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-24,0.5,0.78,,,,,,,,,,,,,,,,,,707146,353431,1060577,,,,862404,670057,1532461,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-28,0.51,0.66,,,,,,,,,,,,,,,,,,635349,323334,958683,,,,761115,502311,1263426,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-29,0.68,0.97,,,,,,,,,,,,,,,,,,596786,408174,1004960,,,,934744,908763,1843507,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-30,0.57,0.83,,,,,,,,,,,,,,,,,,588495,335703,924198,,,,862005,717794,1579799,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-03-31,0.58,0.73,,,,,,,,,,,,,,,,,,617382,359396,976778,,,,859907,627390,1487297,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-04-01,0.81,1.06,,,,,,,,,,,,,,,,,,596260,484520,1080780,,,,865125,915501,1780626,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-04-04,0.69,0.88,,,,,,,,,,,,,,,,,,611025,422503,1033528,,,,787749,692502,1480251,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-04-05,0.6,0.85,,,,,,,,,,,,,,,,,,599281,358050,957331,,,,831832,702990,1534822,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2005-04-06,0.81,0.99,,,,,,,,,,,,,,,,,,612572,496312,1108884,,,,891211,879206,1770417,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
